Date,AAPL,MSFT,NVDA,SPY,TSLA
2024-02-23,180.70741271972656,403.2635498046875,78.67715454101562,494.2484436035156,191.97000122070312
2024-02-26,179.3609161376953,400.5118713378906,78.95166778564453,492.43829345703125,199.39999389648438
2024-02-27,180.81631469726562,400.45294189453125,78.56137084960938,493.35308837890625,199.72999572753906
2024-02-28,179.6183319091797,400.68878173828125,77.52519226074219,492.7010803222656,202.0399932861328
2024-02-29,178.9550018310547,406.5067138671875,78.97164154052734,494.4723205566406,201.8800048828125
2024-03-01,177.87579345703125,408.3346252441406,82.13300323486328,499.1145324707031,202.63999938964844
2024-03-04,173.36109924316406,407.7646484375,85.08576202392578,498.5793151855469,188.13999938964844
2024-03-05,168.4305419921875,395.70623779296875,85.81549835205078,493.5964050292969,180.74000549316406
2024-03-06,167.44046020507812,395.1558837890625,88.54676818847656,496.0975646972656,176.5399932861328
2024-03-07,167.32167053222656,402.0842590332031,92.5089111328125,501.02203369140625,178.64999389648438
2024-03-08,169.0345001220703,399.2146301269531,87.37679290771484,498.0148010253906,175.33999633789062
2024-03-11,171.03443908691406,397.5439758300781,85.62582397460938,497.58660888671875,177.77000427246094
2024-03-12,171.5096435546875,408.11846923828125,91.75421905517578,502.9393310546875,177.5399932861328
2024-03-13,169.43052673339844,407.9414978027344,90.73099517822266,502.1509704589844,169.47999572753906
2024-03-14,171.2819366455078,417.8869934082031,87.79207611083984,501.1583251953125,162.5
2024-03-15,170.90570068359375,409.2387390136719,87.68525695800781,497.7170715332031,163.57000732421875
2024-03-18,171.9947967529297,410.12322998046875,88.30220031738281,500.675048828125,173.8000030517578
2024-03-19,174.33135986328125,414.1426696777344,89.24357604980469,503.4573669433594,171.32000732421875
2024-03-20,176.8956298828125,417.8968505859375,90.21588134765625,508.11395263671875,175.66000366210938
2024-03-21,169.6681365966797,421.96539306640625,91.27703857421875,509.79315185546875,172.82000732421875
2024-03-22,170.56912231445312,421.34625244140625,94.12611389160156,508.8266906738281,170.8300018310547
2024-03-25,169.1533203125,415.5677185058594,94.83788299560547,507.4208984375,172.6300048828125
2024-03-26,168.02462768554688,414.3785705566406,92.40108489990234,506.48370361328125,177.6699981689453
