run_at,model,ticker,window,cutoff,strategy,sharpe_pre,sharpe_post,ci_low,ci_high,p_value
2026-06-08T20:52:06+00:00,gpt-4o-mini,"AAPL,MSFT,NVDA,SPY,TSLA",2023-01-01..2024-12-29,2023-10-01,gpt-4o-mini,0.254,0.0948,-0.0117,0.203,0.0979
2026-06-08T20:52:06+00:00,gpt-4o-mini,"AAPL,MSFT,NVDA,SPY,TSLA",2023-01-01..2024-12-29,2023-10-01,momentum,0.1025,0.0358,-0.0714,0.1541,0.5115
2026-06-08T21:04:00+00:00,gpt-4o-mini,"AAPL,MSFT,NVDA,SPY,TSLA",2023-01-01..2024-12-29,2023-10-01,gpt-4o-mini,0.1966,0.101,-0.0065,0.2104,0.0579,0.029,-0.1921,0.2765
2026-06-08T21:04:00+00:00,gpt-4o-mini,"AAPL,MSFT,NVDA,SPY,TSLA",2023-01-01..2024-12-29,2023-10-01,momentum,0.1025,0.0358,-0.0689,0.1423,0.5235,,,
